8.736403193829085367e-01 3.063282247555533289e+01 1.404975783551262181e+00 5.126509698690094652e+00 2.176577699868867555e+01 1.281994465295740859e+01 9.150222381679688155e+00 3.672881169499485843e+00 2.976794622309395066e+00 1.272115774530000643e+01 1.626810598837010602e+01 3.575334502293070482e+00 3.910090011205868521e+00 1.048741436417958184e+01 5.897694255268127961e+00 7.460802468406384946e+00 1.281415703190504374e+01 2.245638948545371605e+00 8.983320763190183911e+00 4.879350730177465678e+00
8.058739211794365929e+02 8.037113824831459397e+02 7.857971959673913034e+02 7.717955143502480269e+02 7.754299187939623152e+02 8.093410755899595870e+02 7.796838945615198782e+02 8.097857313764944820e+02 7.980658998789933776e+02 7.907929169209739939e+02 8.052938985322259668e+02 8.192987601588502002e+02 8.133635902652838467e+02 8.132081414071933523e+02 7.931173832777720918e+02 7.819861111036359489e+02 8.239788110620607995e+02 7.921679975554784505e+02 8.564252917316212006e+02 8.014096462891303645e+02
1.641452680174751433e-01 1.639962074638953160e-01 1.668743163174789268e-01 1.676988446061125071e-01 1.670698343876372005e-01 1.628628633026462658e-01 1.650444670311575490e-01 1.631330674374036060e-01 1.681518365456433628e-01 1.652219592574805662e-01 1.667144722249944422e-01 1.623567514477110008e-01 1.647730292401984042e-01 1.643643732226806597e-01 1.662874654331839286e-01 1.675356965034572598e-01 1.617894381727090769e-01 1.681254489836621901e-01 1.563306225826039952e-01 1.652013070433366038e-01
-1.507232130864256670e-01 -1.543288299323921919e-01 -1.578884462946357481e-01 -1.613072591532087041e-01 -1.636110186616162032e-01 -1.511330833798379125e-01 -1.539306533754158934e-01 -1.523687495192886376e-01 -1.623052229159177851e-01 -1.542853613070196417e-01 -1.617333418992849825e-01 -1.490390459634329534e-01 -1.552596474118159986e-01 -1.549708448689239293e-01 -1.580450898161076256e-01 -1.614998521514991459e-01 -1.499208898006874902e-01 -1.623130701757373451e-01 -1.384400900292335201e-01 -1.566674933358820077e-01
1.056561568134396639e-01 1.101023476481055446e-01 1.116889630450210724e-01 1.162674659138317190e-01 1.184452739236099422e-01 1.077824760075106192e-01 1.104356700202579616e-01 1.103253408951034159e-01 1.140767726387913600e-01 1.071803104705416343e-01 1.155148751884889219e-01 1.058069229247289994e-01 1.087947614617542774e-01 1.108132802136676948e-01 1.116279762034403239e-01 1.145191255728602309e-01 1.081994391756642554e-01 1.148159092126390807e-01 1.006266278439828382e-01 1.127346469970772619e-01
-8.951147849602957007e-02 -9.035629593592488240e-02 -9.154683610366094737e-02 -9.420054333068074437e-02 -9.061088038874486050e-02 -8.951033725490183113e-02 -9.297656744389608263e-02 -9.197836601784811772e-02 -9.011059906816344667e-02 -8.590201164281749402e-02 -9.007040287260710543e-02 -8.884195262760856415e-02 -8.599583610112095100e-02 -9.033496639533511452e-02 -8.923333587514151177e-02 -9.048618542712588697e-02 -8.964825925077364588e-02 -9.060710916258554737e-02 -8.745558511499443299e-02 -9.339410314609444819e-02
2.879714978133457448e-02 2.975856117928387182e-02 2.962268631665640126e-02 3.072149918334376659e-02 2.744320914070649126e-02 2.887286292648101951e-02 2.993127353855904588e-02 2.960013602047591869e-02 2.915543746555121496e-02 2.596185151343678721e-02 2.843834945212148427e-02 2.806104397271039219e-02 2.584079517553871871e-02 2.873377626720113528e-02 2.806037854524977629e-02 2.867833685176781819e-02 2.793344120419586490e-02 2.867863790509528332e-02 2.697749907234020875e-02 3.140345415261706907e-02
9.738073187979542911e-02 9.574932245189224367e-02 9.596218421732433113e-02 9.455903192894839215e-02 9.527748544717153101e-02 9.645832572454134113e-02 9.762743171119887819e-02 9.549913659323924775e-02 9.434925367754297409e-02 9.776429349678793235e-02 9.461953360800758051e-02 9.682300363046900116e-02 9.679657382046771841e-02 9.575867040052289669e-02 9.533485694801896448e-02 9.597036217040487427e-02 9.637116956700100823e-02 9.490414162391579145e-02 9.769138028381461891e-02 9.484713458963528465e-02
-8.805738700139213726e-02 -8.676435074030859618e-02 -8.298515419826971162e-02 -7.683645160366740778e-02 -7.895907941729209123e-02 -8.119130082980921537e-02 -9.216258427961780686e-02 -7.557624165622238432e-02 -7.795790481922532100e-02 -8.708450844656855094e-02 -7.477283671380273444e-02 -8.031734611864654871e-02 -8.050989626014280753e-02 -7.831194797954209308e-02 -7.542064590487229658e-02 -8.098774524965528243e-02 -7.774423217303023936e-02 -7.377827268633677105e-02 -7.673426378263920045e-02 -7.896675178274041584e-02
3.079180647226419099e-02 2.841172270126949076e-02 2.460808971322630406e-02 1.529092582619998725e-02 1.868339145565441062e-02 1.798595879169332182e-02 3.906962380187697231e-02 1.261256976400441064e-02 1.979818801455529576e-02 2.344217202880357481e-02 1.492591195574586790e-02 1.738288252694554503e-02 1.922699164565308538e-02 1.837699205991778773e-02 9.181460684624928592e-03 2.217473280704495772e-02 1.507364415207015397e-02 1.177539862777996979e-02 9.480970359986063550e-03 2.147500280253817478e-02
