2.793496000000000000e+06,4.300000000000000000e+02,4.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.793483103970163036e+06,4.314293631700766696e+02,4.346335757575757839e+02,6.775757575757577200e+00,5.733333333333334031e-02
2.793470117083920632e+06,4.329114663945149459e+02,4.392529975524740848e+02,1.360316765529362470e+01,1.152844767676767801e-01
2.793457038763923105e+06,4.344454806213994402e+02,4.438594507453652227e+02,2.048245316658258020e+01,1.738515431080066564e-01
2.793443868427497800e+06,4.360306042301209004e+02,4.484540931818268632e+02,2.741384228659219957e+01,2.330328032073886724e-01
2.793430605486650020e+06,4.376660622983017106e+02,4.530380559947763004e+02,3.439756837402173772e+01,2.928266822982989459e-01
2.793417249348064419e+06,4.393511058893058134e+02,4.576124443848390229e+02,4.143386990444777496e+01,3.532317564309357949e-01
2.793403799413103610e+06,4.410850113597620066e+02,4.621783383792692348e+02,4.852299040781441164e+01,4.142467490155810061e-01
2.793390255077807233e+06,4.428670796865453099e+02,4.667367935700205521e+02,5.566517840820618090e+01,4.758705274661502171e-01
2.793376615732889622e+06,4.446966358126763339e+02,4.712888418315479839e+02,6.286068736584394401e+01,5.381020999421529671e-01
2.793362880763735622e+06,4.465730280116141557e+02,4.758354920189068480e+02,7.010977562124556073e+01,6.009406121863594130e-01
2.793349049550397322e+06,4.484956272694320774e+02,4.803777306466980690e+02,7.741270634149486796e+01,6.643853444555469778e-01
2.793335121467588469e+06,4.504638266843804217e+02,4.849165225493941307e+02,8.476974746856409126e+01,7.284357085417734190e-01
2.793321095884677954e+06,4.524770408833538795e+02,4.894528115235655150e+02,9.218117166963627085e+01,7.930912448816926918e-01
2.793306972165682819e+06,4.545347054547949028e+02,4.939875209525121704e+02,9.964725628937588908e+01,8.583516197515014268e-01
2.793292749669261277e+06,4.566362763975769212e+02,4.985215544137915344e+02,1.071682833040973577e+02,9.242166225451696748e-01
2.793278427748702932e+06,4.587812295854244553e+02,5.030557962701200836e+02,1.147445392777823372e+02,9.906861631336751906e-01
2.793264005751919467e+06,4.609690602464391986e+02,5.075911122441126508e+02,1.223763153198983815e+02,1.057760269303024581e+00
2.793249483021435328e+06,4.631992824573133021e+02,5.121283499773109043e+02,1.300639070449726376e+02,1.125439084268906154e+00
2.793234858894375153e+06,4.654714286518224640e+02,5.166683395739391926e+02,1.378076145338757215e+02,1.193722864265881034e+00
2.793220132702453062e+06,4.677850491432031959e+02,5.212118941298148229e+02,1.456077422967721589e+02,1.262611976209072839e+00
2.793205303771959152e+06,4.701397116600289223e+02,5.257598102468268735e+02,1.534645992376948698e+02,1.332106895426381499e+00
2.793190371423746459e+06,4.725350008952113399e+02,5.303128685333870180e+02,1.613784986207025725e+02,1.402208203459291758e+00
2.793175334973216522e+06,4.749705180677623844e+02,5.348718340912438407e+02,1.693497580375802158e+02,1.472916585930410083e+00
2.793160193730305415e+06,4.774458804969639800e+02,5.394374569890422890e+02,1.773786993770432616e+02,1.544232830475909202e+00
2.793144946999466978e+06,4.799607211886008145e+02,5.440104727229977470e+02,1.854656487954082422e+02,1.616157824741114801e+00
2.793129594079657458e+06,4.825146884329224122e+02,5.485916026650461390e+02,1.936109366886928456e+02,1.688692554437514426e+00
2.793114134264318272e+06,4.851074454140090779e+02,5.531815544988185138e+02,2.018148976661097151e+02,1.761838101459520578e+00
2.793098566841357853e+06,4.877386698302257173e+02,5.577810226437823076e+02,2.100778705249196321e+02,1.835595642059363097e+00
2.793082891093133949e+06,4.904080535254560687e+02,5.623906886678787487e+02,2.184001982266100583e+02,1.909966445078534081e+00
2.793067106296434533e+06,4.931153021308186339e+02,5.670112216889787078e+02,2.267822278743665549e+02,1.984951870234251237e+00
2.793051211722458713e+06,4.958601347165738389e+02,5.716432787654700860e+02,2.352243106918051581e+02,2.060553366459448199e+00
2.793035206636795774e+06,4.986422834539396831e+02,5.762875052762800578e+02,2.437268020029350737e+02,2.136772470294844073e+00
2.793019090299404226e+06,5.014614932865410992e+02,5.809445352906285507e+02,2.522900612133214509e+02,2.213610804331681337e+00
2.793002861964591779e+06,5.043175216112260273e+02,5.856149919277997924e+02,2.609144517924192428e+02,2.291070075703764974e+00
2.792986520880992059e+06,5.072101379679883166e+02,5.902994877072114832e+02,2.696003412570498199e+02,2.369152074627471460e+00
2.792970066291542258e+06,5.101391237387447291e+02,5.949986248890538718e+02,2.783481011559928788e+02,2.447858672988433071e+00
2.792953497433459852e+06,5.131042718547203094e+02,5.997129958057612384e+02,2.871581070556668465e+02,2.527191822973640090e+00
2.792936813538219780e+06,5.161053865122030402e+02,6.044431831845746501e+02,2.960307385268719145e+02,2.607153555747741436e+00
2.792920013831528369e+06,5.191422828964355176e+02,6.091897604614433703e+02,3.049663791325706370e+02,2.687745980172351334e+00
