6.968040000000000000e+05,9.400000000000000000e+01,9.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.968012326072813012e+05,9.426072605202708132e+01,9.501292121212121344e+01,1.481212121212121424e+00,1.253333333333333383e-02
6.967984464246447897e+05,9.453328932710373067e+01,9.602171351446570213e+01,2.973370790760070825e+00,2.520172282828282706e-02
6.967956413383989129e+05,9.481748785764766296e+01,9.702665173755919170e+01,4.476517387920753599e+00,3.800461796354492189e-02
6.967928172337824944e+05,9.511312613121651793e+01,9.802800413747235098e+01,5.990694443979852402e+00,5.094150486188614435e-02
6.967899739949669456e+05,9.542001491663501156e+01,9.902603258556800370e+01,7.515945625498317462e+00,6.401190541354911945e-02
6.967871115050574299e+05,9.573797109499008684e+01,1.000209927530204936e+02,9.052315718144683387e+00,7.721537642495818199e-02
6.967842296460944926e+05,9.606681749535908921e+01,1.010131342902530349e+02,1.059985061107813742e+01,9.055150879202758518e-02
6.967813282990548760e+05,9.640638273513951617e+01,1.020027010014343603e+02,1.215859728186767974e+01,1.040199266973946546e-01
6.967784073438522173e+05,9.675650106485274193e+01,1.029899310141723987e+02,1.372860378193316500e+01,1.176202868309192406e-01
6.967754666593380971e+05,9.711701221729749989e+01,1.039750569445387214e+02,1.530991922249435788e+01,1.313522776328088781e-01
6.967725061233020388e+05,9.748776126093254391e+01,1.049583060575538411e+02,1.690259376101457178e+01,1.452156185587473725e-01
6.967695256124719745e+05,9.786859845737110675e+01,1.059399004232597861e+02,1.850667858812582267e+01,1.592100593664212138e-01
6.967665250025142450e+05,9.825937912287304243e+01,1.069200570685029561e+02,2.012222591502278135e+01,1.733353794228558453e-01
6.967635041680334834e+05,9.865996349372387897e+01,1.078989881245467046e+02,2.174928896131317302e+01,1.875913870319895760e-01
6.967604629825720331e+05,9.907021659539277891e+01,1.088769009706299045e+02,2.338792194331266572e+01,2.019779187819291388e-01
6.967574013186094817e+05,9.949000811536480171e+01,1.098539983735844316e+02,2.503818006277252550e+01,2.164948389113464655e-01
6.967543190475621959e+05,9.991921227954532014e+01,1.108304786236214454e+02,2.670011949602875490e+01,2.311420386944910699e-01
6.967512160397821572e+05,1.003577077321377544e+02,1.118065356663932448e+02,2.837379738356167636e+01,2.459194358443072548e-01
6.967480921645559138e+05,1.008053774188980896e+02,1.127823592314344836e+02,3.005927181995525999e+01,2.608269739331596782e-01
6.967449472901033005e+05,1.012621084736725834e+02,1.137581349570836977e+02,3.175660184424580379e+01,2.758646218306842757e-01
6.967417812835761579e+05,1.017277921081277299e+02,1.147340445119833277e+02,3.346584743064983769e+01,2.910323731582954432e-01
6.967385940110568190e+05,1.022023235045837311e+02,1.157102657132535342e+02,3.518706947966144583e+01,3.063302457598932049e-01
6.967353853375561303e+05,1.026856017118655728e+02,1.166869726414326465e+02,3.692032980950946097e+01,3.217582811883270000e-01
6.967321551270115888e+05,1.031775295440879319e+02,1.176643357522744395e+02,3.866569114796522655e+01,3.373165442071847098e-01
6.967289032422855962e+05,1.036780134822926271e+02,1.186425219854897648e+02,4.042321712449194138e+01,3.530051223074879840e-01
6.967256295451627811e+05,1.041869635788593484e+02,1.196216948705179419e+02,4.219297226272682622e+01,3.688241252388866354e-01
6.967223338963482529e+05,1.047042933646129654e+02,1.206020146294107178e+02,4.397502197328756779e+01,3.847736845549556972e-01
6.967190161554645747e+05,1.052299197585524269e+02,1.215836382769092552e+02,4.576943254689478380e+01,4.008539531722104532e-01
6.967156761810494354e+05,1.057637629801285755e+02,1.225667197177926937e+02,4.757627114780248689e+01,4.170651049424650147e-01
6.967123138305527391e+05,1.063057464640002934e+02,1.235514098415741699e+02,4.939560580752873165e+01,4.334073342381706828e-01
6.967089289603338111e+05,1.068557967771999841e+02,1.245378566146185619e+02,5.122750541887879905e+01,4.498808555503805984e-01
6.967055214256582549e+05,1.074138435386417711e+02,1.255262051697537800e+02,5.307203973025363553e+01,4.664859030989964017e-01
6.967020910806949250e+05,1.079798193409071985e+02,1.265165978934456206e+02,5.492927934023628467e+01,4.832227304549635560e-01
6.966986377785125514e+05,1.085536596742452957e+02,1.275091745106042254e+02,5.679929569244941234e+01,5.000916101740896513e-01
6.966951613710761303e+05,1.091353028527255304e+02,1.285040721670882817e+02,5.868216107067714660e+01,5.170928334421701633e-01
6.966916617092436645e+05,1.097246899424837778e+02,1.295014255099712273e+02,6.057794859424460299e+01,5.342267097311153012e-01
6.966881386427623220e+05,1.103217646920031427e+02,1.305013667656319569e+02,6.248673221364877861e+01,5.514935664657781844e-01
6.966845920202648267e+05,1.109264734643731174e+02,1.315040258157308699e+02,6.440858670643454786e+01,5.688937487011958005e-01
6.966810216892653843e+05,1.115387651714719368e+02,1.325095302711301883e+02,6.634358767330974160e+01,5.864276188099599718e-01
6.966774274961556075e+05,1.121585912100186988e+02,1.335180055438162299e+02,6.829181153449346198e+01,6.040955561794439932e-01
6.966738092862005578e+05,1.127859053994430099e+02,1.345295749168790849e+02,7.025333552629192013e+01,6.218979569186194878e-01
6.966701669035344385e+05,1.134206639215216370e+02,1.355443596126043815e+02,7.222823769789620485e+01,6.398352335742033548e-01
6.966665001911562867e+05,1.140628252617326410e+02,1.365624788587294631e+02,7.421659690839669565e+01,6.579078148558838990e-01
6.966628089909254340e+05,1.147123501522791571e+02,1.375840499529157057e+02,7.621849282400881975e+01,6.761161453703811164e-01
